opus_no,subpanel,coordinator_title,institution,name_short
2,NZ7,prof.,"Narodowy Instytut Zdrowia Publicznego - Państwowy Zakład Higieny (NIZP - PZH), Narodowy Instytut Zdrowia Publicznego - Państwowy Zakład Higieny","Wybrane zakażenia odzwierzęce - gorączka Q, borelioza z Lyme i bartonelozy, jako przyczyna nieodwracalnej niewydolności ..."
5,HS2,prof.,"Uniwersytet Zielonogórski, Wydział Humanistyczny",Regionalizm w badaniach literackich: tradycja i nowe orientacje
4,NZ8,prof.,"Uniwersytet Mikołaja Kopernika, Wydział Biologii i Ochrony Środowiska",Filogeneza i ewolucja morfologii stadiów larwalnych ścierwic (Diptera: Sarcophagidae)
9,NZ8,prof.,"Uniwersytet Mikołaja Kopernika, Wydział Biologii i Ochrony Środowiska","Zastosowanie metod systematyki ""nowej generacji"" w delimitacji gatunków i odtwarzaniu filogenezy na przykładzie podrodzi..."
5,ST1,prof.,"Uniwersytet Gdański, Wydział Matematyki, Fizyki i Informatyki",Geometryczne i topologiczne własności rozmaitosci.
11,NZ9,prof.,"Uniwersytet Gdański, Wydział Oceanografii i Geografii",Peptydy produkowane przez bałtyckie cyjanobakterie - od identyfikacji do wyboru związku wiodącego (from hits to leads H2...
7,HS3,prof.,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Historyczny",Domy boga Słońca. Najem domów świątyni Ebabbar w Sippar w okresie nowobabilońskim (VI-V w. przed Chr.)
5,HS5,prof.,Akademia Leona Koźmińskiego,"Prywatna ochrona bezpieczeństwa i jej normy. ""Niepaństwowe prawo?"""
4,ST6,prof.,"Politechnika Warszawska, Wydział Matematyki i Nauk Informacyjnych","Autonomiczne, samoadaptujące się metody metaheurystyczne w środowiskach dynamicznych"
9,ST7,prof.,"Uniwersytet Zielonogórski, Wydział Informatyki, Elektrotechniki i Automatyki",Segmentacja obiektów na cytologicznych obrazach mikroskopowych w oparciu o metody geometrii stochastycznej
5,HS4,prof.,"Uniwersytet Ekonomiczny w Katowicach, Wydział Ekonomii",Metodologia komputerowego wspomagania twórczości organizacyjnej
6,ST2,prof.,"Uniwersytet Warszawski, Wydział Fizyki",Pola skalarne w Konforemnym Modelu Standardowym
12,NZ7,prof.,"Pomorski Uniwersytet Medyczny w Szczecinie, Wydział Lekarski z Oddziałem Nauczania w Języku Angielskim",Rola neurotrofin oraz cytokin angiogennych w patofizjologii neuropatii obwodowej u chorych w przebiegu szpiczaka plazmoc...
4,HS2,prof.,"Uniwersytet Jagielloński, Wydział Polonistyki","Innowacyjna humanistyka polonistyczna: ""tekst jako laboratorium"""
4,HS6,prof.,"Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej, Wydział Stosowanych Nauk Społecznych","Inteligencja a sukcesy życiowe dwóch pokoleń. Longitudinalne badania ""Warsaw Study"" po transformacji społeczno-polityczn..."
8,ST5,prof.,"Uniwersytet Warszawski, Wydział Chemii, Wydział Chemii",Korzystne połączenie: rutenowe katalizatory reakcji metatezy olefin zawierające bogate w elektrony ligandy
6,NZ4,prof.,"Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu, Wydział Lekarski II",Biozgodność hemodializy - indywidualna reakcja pacjenta
12,ST7,prof.,"Politechnika Poznańska, Wydział Elektroniki i Telekomunikacji",Masowa komunikacja radiowa inspirowana siecią połączeń mózgowych - BioNets
2,ST7,prof.,"Politechnika Warszawska, Wydział Elektroniki i Technik Informacyjnych",Technologia i charakteryzacja ultracienkich warstw krzemu wytwarzanych metodą PECVD na potrzeby struktur nanoelektronicz...
5,ST1,prof.,"Uniwersytet Wrocławski, Wydział Matematyki i Informatyki",Osobliwości rozwiązań i profile asymptotyczne w modelach nielokalnych
6,ST5,prof.,Centrum Badań Molekularnych i Makromolekularnych Polskiej Akademii Nauk,Synteza mikrosfer krzemo-węgliko-tlenkowych (SiCO) z polisiloksanów i ich zastosowania do otrzymywania ceramicznych komp...
6,ST7,prof.,"Politechnika Wrocławska, Wydział Elektroniki.",Metody i algorytmy obserwacji struktur płuc i ich patofizjologii w modelu rekrutacji ostrej niewydolności oddechowej.
5,ST5,prof.,"Uniwersytet Humanistyczno-Przyrodniczy im. Jana Długosza w Częstochowie, Wydział Matematyczno-Przyrodniczy",Projektowanie nowych chiralnych i achiralnych czwartorzędowych soli heteroniowych o założonych właściwościach herbicydow...
5,NZ3,prof.,Instytut Medycyny Doświadczalnej i Klinicznej im. Mirosława Mossakowskiego PAN,Znaczenie polimerazy poli(ADP-rybozy) i sirtuin w regulacji śmierci komórek. Nowe punkty uchwytu w terapii choroby Alzhe...
6,HS1,prof.,"Uniwersytet Mikołaja Kopernika, Wydział Humanistyczny",Arnold Gehlen - klasyk antropologii filozoficznej XX wieku
5,HS2,prof.,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Filologii Polskiej i Klasycznej",Zakres kontynuacji i modyfikacje tradycyjnych odmian greckiej liryki w epoce hellenistycznej. Studia teoretyczno- i hist...
9,HS3,prof.,Instytut Archeologii i Etnologii PAN,Struktury przestrzenno-funkcjonalne osad we wczesnej epoce żelaza na Śląsku w aspekcie społecznym.
8,HS3,prof.,Instytut Archeologii i Etnologii PAN,Przemiany w obrządku grzebalnym w epoce brązu i wczesnej epoce żelaza jako wyraz zmian społeczno-kulturowych w południow...
9,ST7,prof.,Instytut Technologii Elektronowej,"Mechanizmy degradacji kwantowych laserów kaskadowych: analiza, identyfikacja oraz zrozumienie ich podstaw fizycznych"
8,NZ9,prof.,Instytut Chemii Bioorganicznej PAN,Identyfikacja mechanizmów molekularnych zaangażowanych w odpowiedź soi na stres niskich temperatur w warunkach klimatu u...
9,HS3,prof.,Instytut Archeologii i Etnologii PAN,"W oczekiwaniu na deszcz. Gospodarka, kultura, wierzenia neolitycznych pasterzy dzisiejszej Pustyni Zachodniej w Egipcie"
9,ST5,prof.,"Uniwersytet Medyczny w Łodzi, Wydział Farmaceutyczny, Katedra Chemii Bioorganicznej i Biokoordynacyjnej, Zakład Chemii Bioorganicznej",beta-Laktamowe analogi przeciwwirusowych oksetanocyn
8,NZ5,prof.,"Uniwersytet Medyczny w Łodzi, Katedra Chorób Wewnętrznych i Kardiologii, Klinika Chorób Wewnętrznych i Nefrodiabetologii",Regulacja transkrypcyjna genów wybranych substratów kinaz PKB/Akt i jej udział w kontroli insulinowrażliwości tkanek obw...
12,ST8,prof.,Centrum Badań Molekularnych i Makromolekularnych Polskiej Akademii Nauk,Kawitacja nanokompozytów polimerowych
10,NZ4,prof.,"Uniwersytet Medyczny w Łodzi, Wydział Lekarski","Różnorodność genetyczna hantawirusów wyizolowanych z ryjówek, kretów i nietoperzy w Polsce"
7,ST4,prof.,"Uniwersytet Śląski w Katowicach, Wydział Matematyki, Fizyki i Chemii",Badanie stabilności wybranych związków azowych i diazowych jako dodatków fiskalnych paliw pod wpływem kontrolowanych czy...
11,NZ6,prof.,"Uniwersytet Wrocławski, Wydział Nauk Biologicznych",Opracowanie i charakterystyka biokompozytów o właściwościach anty-wirulentnych i anty-bakteryjnych wobec biofilmu Pseudo...
9,NZ9,prof.,"Uniwersytet Jagielloński, Wydział Biologii",Molekularne aspekty działania związków o aktywności hormonalnej na proces folikulogenezy w neonatalnym jajniku świni...
9,NZ1,prof.,Instytut Biochemii i Biofizyki PAN,Udział polimerazy delta DNA w replikacji nici wiodacej w komórkach Saccharomyces cerevisiae
9,NZ9,prof.,Instytut Ochrony Roślin - Państwowy Instytut Badawczy,"Systemiczna odporność nabyta (Systemic Acquired Resistance, SAR) roślin przeciwko wirusom: nowe induktory oraz biologicz..."
3,HS5,prof.,"Uniwersytet Łódzki, Wydział Prawa i Administracji",Klasyczna refleksja polityczna w polskiej opinii publicznej
8,ST8,prof.,Instytut Podstawowych Problemów Techniki PAN,"Opracowanie podstaw nowej, interdyscyplinarnej metody monitorowania rozwoju uszkodzenia w materiałach na podstawie badań..."
3,NZ8,prof.,Muzeum i Instytut Zoologii PAN,"Ewolucja i zróżnicowanie smaku umami wśród ssaków drapieżnych w kontekście ekologicznym, behawioralnym i filogenetycznym..."
9,HS1,prof.,"Uniwersytet Łódzki, Wydział Filozoficzno-Historyczny","W kierunku nowożytnej filozofii przyrody. Średniowieczna Szkoła Oksfordzkich Kalkulatorów, czyli matematyzacja fizyki Ar..."
3,NZ9,prof.,INSTYTUT GENETYKI I HODOWLI ZWIERZĄT PAN,Genetyczna i epigenetyczna regulacja ekspresji genów biorących udział w transporcie glukozy oraz w syntezie laktozy w ko...
3,ST10,prof.,"Uniwersytet Warszawski, Wydział Geologii",Odpowiedź ekosystemu fiordu antarktycznego Szetladów Południowych na zmiany klimatu w ostatnim tysiącleciu: zapis z rdze...
9,NZ1,prof.,Instytut Biologii Doświadczalnej im. M. Nenckiego PAN,"Regulacja mitochondrialnych kanałów potasowych przez gazowe przekaźniki informacji: NO, CO oraz H2S."
3,ST6,prof.,"Politechnika Łódzka, Wydział Elektrotechniki, Elektroniki, Informatyki i Automatyki",Zastosowanie algorytmów opartych na rachunku różniczkowym niecałkowitego rzędu do wyznaczania ścieżki ruchu platformy mo...
3,ST8,prof.,Instytut Podstawowych Problemów Techniki PAN,Podstawy adaptacyjnej absorpcji udaru (AIA - Adaptive Impact Absorption) oraz studium wykonalności jej zastosowania do r...
9,NZ3,prof.,Instytut Biochemii i Biofizyki PAN,Identyfikacja funkcji biologicznej oraz mechanizmów działania unikalnych dolicholi w komórkach grzybów strzępkowych....
9,ST3,prof.,Instytut Fizyki Jądrowej im. Henryka Niewodniczańskiego PAN,Dodekaboranowe przewodniki superjonowe
9,ST5,prof.,Instytut Chemii Bioorganicznej PAN,Katalityczne kwasy nukleinowe nowej generacji w regulacji ekspresji informacji genetycznej
9,NZ9,prof.,"Politechnika Białostocka, Wydział Budownictwa i Inżynierii Środowiska",Badania wpływu wybranych metali na zmianę właściwości antyoksydacyjnych związków naturalnych występujących w produktach ...
9,HS5,prof.,"Uniwersytet Warszawski, Wydział Prawa i Administracji",Wpływ orzecznictwa europejskich sądów konstytucyjnych i Trybunału Sprawiedliwości UE na kształtowanie uniwersalnej treśc...
9,ST3,prof.,Instytut Fizyki Molekularnej PAN,Detekcja i badania kwantowego splątania elektronów w nanoukładach
8,ST5,prof.,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Centrum Nanobiomedyczne",System dostarczania tlenku azotu do zastosowań biomedycznych
5,ST3,prof.,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Fizyki",Heterogenna dynamika w cieczach przechłodzonych
9,ST4,prof.,"Politechnika Warszawska, Wydział Chemiczny",Metodyki analityczne do badania specjacji wewnątrzkomórkowej metalonanomateriałów terapeutyczno-diagnostycznych: opracow...
7,NZ7,prof.,"Uniwersytet Medyczny im. Piastów Śląskich we Wrocławiu, Wydział Lekarski Kształcenia Podyplomowego",Wpływ zawartości sodu w diecie na insulinooporność i dysfunkcję mięśnia sercowego w nadwadze i otyłości
8,NZ9,prof.,Instytut Rybactwa Śródlądowego im. S. Sakowicza w Olsztynie,Zastosowanie technik biologii molekularnej i kriokonserwacji nasienia oraz technik bioinformatycznych w tworzeniu banku ...
9,HS4,prof.,"Uniwersytet Mikołaja Kopernika, Wydział Nauk Ekonomicznych i Zarządzania",Ekonometryczna analiza czynników przyśpieszonego wzrostu w europejskich gospodarkach rynkowych
9,ST4,prof.,"Politechnika Warszawska, Wydział Chemiczny",Trójskładnikowe i czteroskładnikowe nanokryształy półprzewodnikowe o małej przerwie energii wzbronionych: nowe metody sy...
9,ST2,prof.,"Uniwersytet Gdański, Wydział Matematyki, Fizyki i Informatyki",Kwantowo informatyczne podejście do wybranych aspektów podstaw fizyki
7,NZ9,prof.,Instytut Dendrologii PAN,W poszukiwaniu centrów różnorodności gatunkowej grzybów ektomykoryzowych w ekosystemach leśnych: badania zbiorowisk grzy...
9,HS4,prof.,Instytut Nauk Ekonomicznych PAN,Różnicowanie się strategii innowacji polskich przedsiębiorstw przetwórstwa przemysłowego pod wpływem zmian uwarunkowań m...
12,ST10,prof.,"Uniwersytet Warszawski, Wydział Fizyki",Diagnozowanie wpływu mikrofizyki na makroskopowe własności płytkich chmur konwekcyjnych
11,ST5,prof.,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Chemii","Powierzchniowo modyfikowane hybrydowe, wielofunkcyjne nanomateriały luminescencyjne i ich znaczenie biologiczne"
4,NZ4,prof.,"Uniwersytet Jagielloński, Wydział Biologii i Nauk o Ziemi",Mechanizmy modyfikacji przekaźnictwa pobudzającego i plastyczności synaptycznej powstających w korze czołowej szczura po...
11,NZ4,prof.,"Uniwersytet Jagielloński, Wydział Biologii",Udział układu dopaminergicznego w indukowanej stresem odstawienia od matki podatności na zaburzenia odżywiania
8,ST7,prof.,"Politechnika Poznańska, Wydział Informatyki","Nowe metody sterowania zrobotyzowanym montażem teleskopu astronomicznego klasy 0,5-m"
4,NZ7,prof.,Śląski Uniwersytet Medyczny,Ocena związku genów identyfikowanych badania mi całego genomu z ryzykiem udaru u pacjentów z miażdżycowym zwężeniem tętn...
4,NZ7,prof.,"Gdański Uniwersytet Medyczny, Wydział Farmaceutyczny z Oddziałem Medycyny Laboratoryjnej",Otrzymywanie i ocena fizykochemiczna mezoporowatych matryc tlenkowych jako nośników w modelu implantu do kości o celowan...
4,ST10,prof.,Instytut Geografii i Przestrzennego Zagospodarowania im. S. Leszczyckiego PAN,"Świadczenia ekosystemowe w krajobrazie młodoglacjalnym - ocena zasobów, zagrożeń i wykorzystania"
4,ST4,prof.,Instytut Chemii Organicznej PAN,Nowe właściwości chemiczne i biologiczne inhibitorów topoizomerazy I alkilujących oligomery DNA
5,ST4,prof.,Narodowy Instytut Leków,IDENTYFIKACJA I BADANIA STRUKTURALNE NOWYCH SUBSTANCJI PSYCHOAKTYWNYCH W NARKOTYKACH SYNTETYCZNYCH OSTATNIEJ GENERACJI M...
4,ST8,prof.,"Politechnika Gdańska, Wydział Elektrotechniki i Automatyki",Propagacja fal sprężystych w strukturach periodycznych
4,ST8,prof.,"Politechnika Łódzka, Wydział Mechaniczny","Cienkie warstwy polimerów ksylilenowych na potrzeby elektroniki organicznej: synteza, struktura oraz właściwości"
4,ST8,prof.,"Branżowy Ośrodek Badawczo-Rozwojowy Maszyn Elektrycznych ""Komel""",Badanie właściwości tarczowych obwodów elektromagnetycznych maszyn elektrycznych wirujących z zastosowaniem nowoczesnych...
5,HS1,prof.,"Uniwersytet Jagielloński, Wydział Filozoficzny",Birla mandir - współczesne hinduistyczne kompleksy świątynne jako przykład modernizacji przez powrót do tradycji
5,HS4,prof.,"Uniwersytet Ekonomiczny w Poznaniu, Wydział Gospodarki Międzynarodowej",Dojrzałość przedsiębiorstwa w zakresie internacjonalizacji a przewaga konkurencyjna (podejście sieciowe)
5,HS4,prof.,Akademia Leona Koźmińskiego,"Globalizacja, nierówności dochodowe, wzrost gospodarczy"
5,NZ1,prof.,"Uniwersytet Warszawski, Wydział Biologii",Analiza struktury i funkcji chromidów występujących w bakteriach z rodzaju Paracoccus (Alphaproteobacteria).
5,NZ3,prof.,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Biologii",AtDeg2-białko chloroplastowe o podwójnej aktywności: proteazy i białka opiekuńczego
5,NZ5,prof.,"Śląski Uniwersytet Medyczny w Katowicach, Wydział Lekarski w Katowicach","Analiza dysfunkcji śródbłonka, zaburzeń krzepnięcia i markerów progresji miażdżycy u chorych ze schyłkową niewydolnością..."
5,NZ5,prof.,"Gdański Uniwersytet Medyczny, Wydział Lekarski z Oddziałem Stomatologicznym",Poszukiwanie defektów monogenowych w patogenezie hipercholesterolemii u dzieci i młodzieży.
5,NZ7,prof.,"Akademia Wychowania Fizycznego im. Eugeniusza Piaseckiego w Poznaniu, Wydział Wychowania Fizycznego, Sportu i Rehabilitacji",Wpływ suplementacji beta-alaniny na cechy skurczu jednostek motorycznych oraz wybrane wskaźniki biochemiczne u młodych i...
5,ST2,prof.,"Uniwersytet Śląski w Katowicach, Wydział Matematyki, Fizyki i Chemii",Próba wyjaśnienia mas i macierzy mieszania kwarków i leptonów.
12,ST4,prof.,"Uniwersytet Wrocławski, Wydział Chemii",Opracowanie metody chemicznej derywatyzacji i ultraczułej analizy za pomocą spektrometrii mas peptydowych fragmentów pod...
5,ST6,prof.,"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie, Wydział Informatyki, Elektroniki i Telekomunikacji",Interaktywna wizualna analiza tekstu (IVTA): Rozwój nowych metod interaktywnej eksploracji tekstu i wizualizacji dużych ...
5,ST6,prof.,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Fizyki",Układy złożone na adaptatywnych sieciach ważonych
5,ST8,prof.,Instytut Maszyn Przepływowych im. Roberta Szewalskiego PAN,Zjawiska elektrohydrodynamiczne (EHD) w ośrodkach gazowych z powierzchniowym wyładowaniem barierowym
10,NZ5,prof.,"Uniwersytet Medyczny w Łodzi, Międzywydziałowa Katedra Chemii i Biochemii Medycznej, Międzywydziałowa Katedra Chemii i Biochemii Medycznej",Nowe metody wczesnej diagnostyki raka jelita grubego z wykorzystaniem Sirt3 jako regulatora aktywności mitochondrialnej ...
6,HS2,prof.,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Anglistyki",Elektropalatografia w nauczaniu wymowy i analizie fonologicznej
6,HS4,prof.,"Uniwersytet Ekonomiczny w Krakowie, Wydział Finansów",Dyscyplinowanie finansów publicznych w warunkach nowego zarządzania gospodarczego w UE
6,HS6,prof.,"Szkoła Wyższa Psychologii Społecznej w Warszawie, Wydział Psychologii",Narracyjna kontrola zachowania
6,NZ2,prof.,"Uniwersytet Jagielloński, Wydział Biologii i Nauk o Ziemi",Wpływ nadekspresji genów na komponenty dostosowana drożdży Saccharomyces cerevisiae
10,NZ3,prof.,Instytut Biologii Doświadczalnej im. M. Nenckiego Polskiej Akademii Nauk,Rola N-metylotransferazy nikotynoamidowej (NNMT) i mechanizmów mitochondrialnych w dysfunkcji śródbłonka
6,NZ7,prof.,"Uniwersytet Medyczny w Lublinie, Wydział Farmaceutyczny z Oddziałem Analityki Medycznej",Behawioralna i biochemiczna ocena działania mefedronu oraz interakcji z innymi substancjami psychoaktywnymi.
6,NZ7,prof.,Instytut Medycyny Pracy im. prof. dr. med. Jerzego Nofera,Wpływ zróżnicowanej ekspozycji na rtęć na parametry statusu selenowego w kontekście interakcji rtęć - selen jako potencj...
6,ST10,prof.,Państwowy Instytut Geologiczny - Państwowy Instytut Badawczy,Rafy i profile skondensowane wapienia cechsztyńskiego na grzbiecie wolsztyńskim: implikacje dla powstania gigantów solny...
6,ST10,prof.,Centrum Badań Kosmicznych PAN,Analiza modeli ziemskich ośrodkow cieklych oraz modeli klimatycznych CMIP celem ich weryfikacji pod względem zgodności i...
6,ST2,prof.,"Uniwersytet Śląski w Katowicach, Wydział Matematyki, Fizyki i Chemii",Rozwinięcie i zastosowanie narzędzi do rachunków pętlowych oraz fenomenologia modeli niestandardowych w akceleratorach n...
8,ST4,prof.,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Centrum Nanobiomedyczne, Centrum Nanobiomedyczne",Kwantyfikacja natlenienia tkanek nowotworowych mierzonych techniką BOLD-MRI - kalibracja oxymetrią EPRI
11,ST8,prof.,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Centrum Nanobiomedyczne","Nowe, wielozadaniowe nanocząstki w skojarzonej geno- i fototerapii"
6,ST8,prof.,"Politechnika Warszawska, Wydział Inżynierii Chemicznej i Procesowej",Mechanizm wymiany masy w układach dwufazowych ciecz-ciecz: nowe modele i weryfikacja doświadczalna.
6,ST8,prof.,"Politechnika Śląska, Wydział Inżynierii Środowiska i Energetyki",Nieniszcząca metoda wyznaczania przewodności cieplnej ciał stałych
6,ST8,prof.,"Politechnika Krakowska im. Tadeusza Kościuszki, Wydział Mechaniczny",Kompleksowy wieloskalowy model konstytutywny napromieniowanych materiałów wielofazowych i kompozytowych w zastosowaniach...
6,ST8,prof.,"Politechnika Gdańska, Wydział Mechaniczny",Degradacja wodorowa utlenionych stopów cyrkonu
7,HS1,prof.,"Uniwersytet Opolski, Wydział Historyczno-Pedagogiczny",Sandwiczowa teoria wiedzy
7,HS2,prof.,Wyższa Szkoła Europejska im. ks. Józefa Tischnera z siedzibą w Krakowie,Kształcenie obywatela na scenach jezuickich w Rzeczypospolitej Obojga Narodów. Programy teatralne w archiwach wileńskich...
7,HS3,prof.,Instytut Archeologii i Etnologii PAN,Północna część książęcego zespołu rezydencjonalnego na Górze Katedralnej w Chełmie
12,HS4,prof.,Instytut Badań nad Gospodarką Rynkową,ródła finansowania instytucji bankowych a stabilność sektora bankowego w kontekście nowych inicjatyw regulacyjnych
7,HS5,prof.,"Uniwersytet Warszawski, Wydział Geografii i Studiów Regionalnych",Zmiana modeli procesów innowacji: szansa na zmianę ścieżek rozwoju regionów słabiej rozwiniętych
7,NZ1,prof.,Instytut Biologii Doświadczalnej im. M. Nenckiego PAN,"Rola potranslacyjnych modyfikacji tubuliny w oddziaływaniu bialek motorycznych, kinezyn z mikrotubulami"
7,NZ7,prof.,Instytut Farmakologii PAN,Nietypowe ligandy receptora 5-HT6
7,NZ7,prof.,"Uniwersytet Medyczny w Łodzi, Wydział Farmaceutyczny","Właściwości neurochemiczne i aktywność biologiczna ""dopalaczy"" z grupy pochodnych katynonu (tzw. beta-ketoamfetamin)..."
12,NZ7,prof.,"Politechnika Białostocka, Zamiejscowy Wydział Leśny w Hajnówce",Badania nad składem chemicznym i mechanizmami działania przeciwnowotworowego ekstraktów z pączków brzozy białej i wyizol...
7,NZ7,prof.,"Gdański Uniwersytet Medyczny, Wydział Nauk o Zdrowiu z Oddziałem Pielęgniarstwa i Instytutem Medycyny Morskiej i Tropikalnej","Zaburzenie szlak sygnałowy IGF/insulina w mięśniach transgenicznych zwierząt nosicieli genu SOD1 G93A , a metabolizm żel..."
7,NZ8,prof.,"Uniwersytet Warszawski, Wydział Biologii",W poszukiwaniu chemicznej natury kairomonu w relacji ryby plankonożerne - wioślarki planktonowe
7,NZ8,prof.,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Biologii",Molekularna filogeneza wyższych taksonów roztoczy z rzędu Prostigmata (Actinotrichida)
7,ST1,prof.,"Uniwersytet Warszawski, Wydział Matematyki, Informatyki i Mechaniki",Przepływy złożone
7,ST1,prof.,"Uniwersytet Warszawski, Wydział Matematyki, Informatyki i Mechaniki",Metody stochastyczne w teorii gładkich układów dynamicznych
7,ST10,prof.,"Uniwersytet Przyrodniczy we Wrocławiu, Wydział Przyrodniczo-Technologiczny",Formy antymonu w glebach wybranych rejonów Dolnego Śląska w aspekcie zagrożenia środowiskowego
7,ST5,prof.,"Uniwersytet Wrocławski, Wydział Chemii","Wyjaśnienie mechanizmu termoluminescencji i optycznie stymulowanej luminescencji Lu2O3:Tb,M1 (M1=V, Nb, Ta) i Lu2O3:Tb,M..."
7,ST5,prof.,"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie, Wydział Inżynierii Materiałowej i Ceramiki",Materiały otrzymywane z polimerów siloksanowych jako nośniki dla nanocząstek palladu i platyny do zastosowań katalityczn...
7,ST5,prof.,Instytut Chemii Organicznej PAN,Makrocykliczne kompleksy metali przejściowych jako redoksy aktywne komponenty przełączników molekularnych.
7,ST5,prof.,"Politechnika Wrocławska, Wydział Podstawowych Problemów Techniki",Modelowanie mechanizmów powstawania złożonych siatek reliefowych
7,ST7,prof.,Instytut Podstawowych Problemów Techniki PAN,Ocena zmian nowotworowych na podstawie parametrycznej dyskryminacji własności statystycznych roaproszenia ultradźwięków ...
7,ST8,prof.,"Politechnika Śląska, Wydział Inżynierii Materiałowej i Metalurgii",Ilościowy opis kinetyki zarodkowania i krystalizacji nano-kryształów fluorków i tleno-fluorków we włóknach ze szkieł tle...
11,HS3,prof.,"Uniwersytet Wrocławski, Wydział Nauk Historycznych i Pedagogicznych",Skarb groszy praskich z okolic Wałbrzycha
8,HS5,prof.,"Uniwersytet Jagielloński, Wydział Prawa i Administracji, Wydział Prawa i Administracji",Namiestnictwo galicyjskie (1867-1914). Struktura. Zadania. Ludzie. Z dziejów administracji rządowej w austriackiej monar...
8,HS6,prof.,"Uniwersytet Gdański, Wydział Nauk Społecznych, Wydział Nauk Społecznych","Teorie pedagogiczne, polityki oświatowe a polityczna konstrukcja społeczeństwa. Analiza relacji w świetle ""retoryki onto..."
8,NZ7,prof.,Instytut Chemii Fizycznej PAN,Selektywne rozpoznawanie toksycznych amin heteroaromatycznych i N-nitrozoamin w proteinowych produktach spożywczych
8,NZ9,prof.,"Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie, Wydział Hodowli i Biologii Zwierząt, Wydział Hodowli i Biologii Zwierząt",Molekularny mechanizm działania wybranych nitrofenoli w jajniku kury (Gallus domesticus)
8,NZ9,prof.,Instytut Biochemii i Biofizyki PAN,Wykorzystanie techniki zagęszczania celów sprzężonej z sekwencjonowaniem nowej generacji w celu izolacji oraz charaktery...
12,ST10,prof.,"Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Wydział Nauk o Ziemi i Gospodarki Przestrzennej",Zintegrowane badania archeomagnetyczne i termoluminescencyjne jako narzędzie datowania budowli ceglanych w Polsce.
8,ST2,prof.,"Uniwersytet Warszawski, Wydział Fizyki, Wydział Fizyki",Naturalne i nienaturalne teorie Ciemnej Materii
8,ST4,prof.,"Uniwersytet Warszawski, Wydział Chemii",Efekty sprzężenia ruchu jąder i elektronów w dwuatomowych cząsteczkach wieloelektronowych - obliczenia na poziomie teori...
8,ST7,prof.,"Politechnika Gdańska, Wydział Elektroniki, Telekomunikacji i Informatyki, Wydział Elektroniki, Telekomunikacji i Informatyki",HCIBRAIN - Metody komunikacji człowiek-komputer do diagnozowania i stymulacji pacjentów z ciężkimi urazami mózgu
8,ST8,prof.,"Zachodniopomorski Uniwersytet Technologiczny w Szczecinie, Wydział Technologii i Inżynierii Chemicznej, Wydział Technologii i Inżynierii Chemicznej",Badania wpływu właściwości membran i warunków procesu na mechanizm destrukcji membran w procesie destylacji membranowej...
8,ST8,prof.,Centrum Badań Molekularnych i Makromolekularnych Polskiej Akademii Nauk,Deformacja plastyczna polimerów częściowo krystalicznych - rola topologii fazy amorficznej i morfologii fazy krystaliczn...
9,HS3,prof.,Instytut Historii im. Tadeusza Manteuffla PAN,Listy do władz jako źródło do badań historii społecznej PRL
9,NZ7,prof.,Instytut Farmakologii PAN,Różnicowanie udziału trzech podtypów receptora alfa(1)-adrenergicznego w efektach leków przeciwdepresyjnych: badania w o...
9,ST7,prof.,Instytut Wysokich Ciśnień PAN,Wpływ ciśnienia jednoosiowego na własności diod laserowych
9,ST9,prof.,"Uniwersytet Wrocławski, Wydział Fizyki i Astronomii, Wydział Fizyki i Astronomii",Ewolucja i Pulsacje Gwiazd Masywnych
10,HS4,prof.,Akademia Leona Koźmińskiego,Cechy komitetów audytu a jakość sprawozdawczości finansowej
10,NZ7,prof.,"Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Wydział Matematyki, Fizyki i Informatyki",Mechanizm molekularny toksyczności antybiotyku przeciwgrzybiczego amfoterycyny B
10,NZ8,prof.,"Uniwersytet Warmińsko-Mazurski w Olsztynie, Wydział Biologii i Biotechnologii",Poszukiwanie mechanizmów determinacji płci i analiza ewolucyjnych konsekwencji modelu rozmnażania u wątrobowców liściast...
10,NZ9,prof.,"Uniwersytet Warmińsko-Mazurski w Olsztynie, Wydział Bioinżynierii Zwierząt",Analiza transkryptomów plemników knura i ich wpływ na jakość nasienia po kriokonserwacji
10,ST2,prof.,"Uniwersytet Warszawski, Wydział Fizyki",Fizyka zapachu w poszukiwaniach rozszerzeń Modelu Standardowego
